resource_id,resource_name,resource_url,description,archived,format,type,runtime,subject_areas,authoring_organization,intended_audiences,record_modified,resource_revised
L00690080,How the National Library of Medicine Can Add Value to Your mHealth app,https://repository.escholarship.umassmed.edu/entities/publication/6109d678-ef14-4039-a6b2-a5b4d7522511,"Numerous systematic reviews of health-related mobile apps reveal they lack evidence based content. A major challenge to including evidence based content in apps is how to efficiently find accurate, credible, and vetted content. The National Library of Medicine houses the largest biomedical library in the world and provides numerous expert-developed online resources on disease and health education. In this webinar, Susan Halpin of the National Library of Medicine will introduce attendees to those resources, give examples of how they can and have been used in mobile apps, and discuss funding opportunities offered by the NLM.",False,HTML,Webinar Source Page,62.0,MedlinePlus; Clinical Medicine; Health Care Technology,Network of the National Library of Medicine,Everyone; Developer,01/17/2025 12:00:00 AM,01/17/2025 12:00:00 AM
L001528112,How to Access SRA Data on Google Cloud Platform,https://www.youtube.com/watch?v=NmcBsZN1IcQ,"This is a brief tutorial on how to establish a virtual machine instance on Google Cloud Platform, then install, configure, and test the SRA Toolkit within your instance. The emphasis is on the SRA Toolkit, not on the details of launching and connecting to an instance.",False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,05/20/2024 12:00:00 AM,05/20/2024 12:00:00 AM
L001529112,How to Access SRA Data with Amazon Web Services,https://www.youtube.com/watch?v=rjjrHnZfymU,"This is a brief tutorial on how to establish a virtual machine instance with Amazon Web Services, then install, configure, and test the SRA Toolkit within your instance. The emphasis is on the SRA Toolkit, not on the details of launching and connecting to an instance.",False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/17/2020 12:00:00 AM,03/01/2020 12:00:00 AM
L001641112,How to Apply for NNLM Funding,https://www.nnlm.gov/training/class-catalog/how-apply-nnlm-funding,"Designed for beginning grant proposal writers, this class presents a general overview of the grant and funding processes as well as the level of detail required in a successful proposal.",False,HTML,Webinar Source Page,Unknown,Other; Data Science,Network of the National Library of Medicine,Everyone,08/27/2024 12:00:00 AM,10/28/2021 12:00:00 AM
L00582080,How to Find Disease-Related Variants in ClinVar (NCBI Minute),https://www.youtube.com/watch?v=H09-0pP48Us,"ClinVar is NCBI's repository for human variation and its relationship to health and disease. ClinVar is an essential resource for basic researchers, clinicians and genetic counselors. In this NCBI Minute you will learn how to rapidly find variants related to human disease in the NCBI ClinVar resource as well as how to download batches of variants and related information in .xml and .vcf format.",False,MP4 Video,Webinar,10.0,Genetics and Molecular Biology; Bioinformatics; Clinical Medicine; Developmental Biology; Immunology; Cancer,"Training Team, NCBI",Everyone,10/13/2022 12:00:00 AM,05/27/2016 12:00:00 AM
L001538112,How to Find HSDB Data in PubChem,https://www.youtube.com/watch?v=2NXG6ZkHcvM,TOXNET data is moving to PubChem. This video shows you how to find HSDB-specific data in PubChem.,False,MP4 Video,YouTube Video,Unknown,Genetics and Molecular Biology,"Training Team, NCBI",Everyone,06/17/2020 12:00:00 AM,09/12/2019 12:00:00 AM
L000865112,How to Manage Your Library Journal Holdings in DOCLINE,https://www.nlm.nih.gov/docline/doclinehelp/tutorials/holdings/index.html,Tutorial on reviewing and updating your library journal holdings in DOCLINE.,False,MP4 Video,Quick Tour,Unknown,DOCLINE,"Training Team, User Engagement Program",Everyone,11/15/2023 12:00:00 AM,10/09/2023 12:00:00 AM
L000864112,How to Manage Your Library Profile in DOCLINE,https://www.nlm.nih.gov/docline/doclinehelp/tutorials/profile/index.html,Tutorial on reviewing and updating your library profile in DOCLINE,False,MP4 Video,Quick Tour,Unknown,DOCLINE,"Training Team, User Engagement Program",Everyone,03/31/2022 12:00:00 AM,02/04/2020 12:00:00 AM
L000882112,How to Place an Interlibrary Loan Borrow Request Using DOCLINE,https://www.nlm.nih.gov/docline/doclinehelp/tutorials/borrow_request/index.html,"This 10-minute tutorial walks users through how to place a DOCLINE request using a PubMed ID (PMID), a journal unique identifier, or manually with citation information.",False,MP4 Video,Quick Tour,10.0,DOCLINE,"Training Team, User Engagement Program",Everyone,11/15/2023 12:00:00 AM,10/09/2023 12:00:00 AM
L004101112,How to Report Your NIH-funded Publications Using My Bibliography (April 2023),https://www.nlm.nih.gov/ncbi/workshops/2023-04_Report-NIH-Funded-Publications/workshop-video.html,"This workshop introduces tips and tricks for use of NCBI Account tools for NIH post-award reporting. This session is for NIH funded researchers, their delegates and institutional grants officers with specific task-based, hands-on activities.",False,HTML,Webinar Source Page,85.0,My NCBI; NCBI Workshops; Public Access,"Training Team, NCBI",Everyone; Educator,06/28/2024 12:00:00 AM,04/25/2023 12:00:00 AM
L004881112,How to Report Your NIH-funded Publications Using My Bibliography (December 2023),https://www.nlm.nih.gov/ncbi/workshops/2023_12_Report-NIH-Funded-Publications/workshop-details.html,"Congratulations on your successful NIH grant proposal!  As part of the post-award process, you will now have to create and send in annual and final reports (RPPRs) on your progress.  This workshop introduces tips and tricks for use of NCBI Account tools for NIH post-award reporting. This session is for NIH funded researchers, their delegates and institutional grants officers with specific task-based, hands-on activities.",False,HTML,Webinar Source Page,69.0,My NCBI; NCBI Workshops; Public Access,"Training Team, NCBI",Everyone; Educator,06/28/2024 12:00:00 AM,12/19/2023 12:00:00 AM
L004201112,"How to Submit to SRA, A Beginner's Guide",https://www.youtube.com/watch?v=PTg9Ru68fc0,"This video is a step-by-step tutorial, mostly for people who have never submitted to SRA before. You are guided through the submission process, made easier by our web-based SRA Submission Wizard.",False,MP4 Video,YouTube Video,10.0,Genetics and Molecular Biology; NCBI Workshops,"Training Team, NCBI",Everyone; Educator,06/20/2023 12:00:00 AM,06/13/2023 12:00:00 AM
L000883112,How to Update an Interlibrary Loan Request to Lend Materials Using DOCLINE,https://www.nlm.nih.gov/docline/doclinehelp/tutorials/lend/index.html,This video demonstrates how to receipt and update an ILL request via DOCLINE 6.,False,MP4 Video,Quick Tour,3.0,DOCLINE,"Training Team, User Engagement Program",Everyone,10/13/2022 12:00:00 AM,03/04/2019 12:00:00 AM
L00611080,How to Use the Conserved Domain Database,https://www.ncbi.nlm.nih.gov/Structure/cdd/docs/cdd_how_to.html,"This page provides quick start guides for using the conserved domain database including identifying the putative function of a protein sequence, identifying the specific amino acids in a protein sequence that are putatively involved in functions such as binding or catalysis, as mapped from conserved domain annotations to the query sequence, viewing a protein query sequence embedded within the multiple sequence alignment of a domain model, interactively viewing the 3D structure of a conserved domain, finding other proteins with similar domain architecture, and interactively viewing the phylogenetic sequence tree for a conserved domain model of interest, with or without a query sequence embedded.",False,HTML,Help Page or FAQ,Unknown,Genetics and Molecular Biology; Bioinformatics; Developmental Biology; Microbiology; Immunology; Agriculture; Cancer,"Training Team, NCBI",Everyone,12/17/2018 12:00:00 AM,01/12/2018 12:00:00 AM
L000863112,How to Verify that your Google Account works in DOCLINE,https://www.nlm.nih.gov/docline/doclinehelp/tutorials/check_account/index.html,Tutorial on verifying that your Google Account works in DOCLINE.,False,MP4 Video,Quick Tour,2.0,DOCLINE,"Training Team, User Engagement Program",Everyone,10/13/2022 12:00:00 AM,01/17/2019 12:00:00 AM
L000782112,How to upload and analyze dbGaP data in the cloud,https://www.youtube.com/watch?v=wBGPWCviZS0&feature=youtu.be,"Through this webinar, you will learn how to initialize the SRA toolkit for streaming dbGaP next-gen sequence data to cloud services such as Amazon Web Services and how to use an NCBI-created Amazon Machine Image to analyze these data.",False,MP4 Video,YouTube Video,17.0,My NCBI; Data Management,"Training Team, NCBI",Everyone; Educator; Developer,11/14/2018 12:00:00 AM,02/10/2016 12:00:00 AM
L003061112,Identifying Clinically Relevant Genes in Bacterial Genomes,https://www.nlm.nih.gov/oet/ed/ncbi/2022_05_genome.html,This workshop will show you how to mine publicly available bacterial pathogen sequence data on the NCBI website and how to identify clinically relevant genes in your own sequences using downloadable programs such as PGAP and AMRFinderPlus.,False,HTML,Webinar Source Page,90.0,Genetics and Molecular Biology; Clinical Medicine; NCBI Workshops,"Training Team, NCBI",Everyone; Educator,06/28/2024 12:00:00 AM,06/15/2022 12:00:00 AM
L005811112,Impact of Libraries and Informationists on Patient and Population Care,https://www.youtube.com/watch?v=zxvfCL7QNEQ,"On November 14th, informationists from the at the University of Michigan shared their experiences with their mixed methods research on the impact of libraries and informationists on patient and population care. Their findings were published in the Journal of the Medical Library Association in January 2024.",False,MP4 Video,YouTube Video,56.0,Other; Population Groups,Network of the National Library of Medicine,Educator,03/14/2025 12:00:00 AM,03/14/2025 12:00:00 AM
